runs,sub,ses,run,tmask
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET058/ses-4/cifti_timeseries_normalwall/sub-INET058_ses-4_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET058,4,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET058/ses-4/func/FD_outputs/sub-INET058_ses-4_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET058/ses-4/cifti_timeseries_normalwall/sub-INET058_ses-4_task-rest_run-8_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET058,4,8,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET058/ses-4/func/FD_outputs/sub-INET058_ses-4_task-rest_run-8_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-1/cifti_timeseries_normalwall/sub-INET060_ses-1_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,1,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-1/func/FD_outputs/sub-INET060_ses-1_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-2/cifti_timeseries_normalwall/sub-INET060_ses-2_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,2,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-2/func/FD_outputs/sub-INET060_ses-2_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-3/cifti_timeseries_normalwall/sub-INET060_ses-3_task-rest_run-8_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,3,8,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-3/func/FD_outputs/sub-INET060_ses-3_task-rest_run-8_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET060/ses-4/cifti_timeseries_normalwall/sub-INET060_ses-4_task-rest_run-8_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET060,4,8,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET060/ses-4/func/FD_outputs/sub-INET060_ses-4_task-rest_run-8_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-1/cifti_timeseries_normalwall/sub-INET062_ses-1_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,1,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-1/func/FD_outputs/sub-INET062_ses-1_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-2/cifti_timeseries_normalwall/sub-INET062_ses-2_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,2,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-2/func/FD_outputs/sub-INET062_ses-2_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-5_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-6_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,6,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-6_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-7_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,7,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-7_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-3/cifti_timeseries_normalwall/sub-INET062_ses-3_task-rest_run-8_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,3,8,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-3/func/FD_outputs/sub-INET062_ses-3_task-rest_run-8_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-4/cifti_timeseries_normalwall/sub-INET062_ses-4_task-rest_run-1_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,4,1,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-4/func/FD_outputs/sub-INET062_ses-4_task-rest_run-1_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-4/cifti_timeseries_normalwall/sub-INET062_ses-4_task-rest_run-2_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,4,2,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-4/func/FD_outputs/sub-INET062_ses-4_task-rest_run-2_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-4/cifti_timeseries_normalwall/sub-INET062_ses-4_task-rest_run-3_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,4,3,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-4/func/FD_outputs/sub-INET062_ses-4_task-rest_run-3_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-4/cifti_timeseries_normalwall/sub-INET062_ses-4_task-rest_run-4_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,4,4,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-4/func/FD_outputs/sub-INET062_ses-4_task-rest_run-4_desc-tmask_fFD.txt
/projects/b1081/iNetworks/Nifti/derivatives/postFCproc_CIFTI_20.2.0/sub-INET062/ses-4/cifti_timeseries_normalwall/sub-INET062_ses-4_task-rest_run-5_LR_surf_subcort_222_32k_fsLR_smooth2.55.dtseries.nii,INET062,4,5,/projects/b1081/iNetworks/Nifti/derivatives/preproc_fmriprep-20.2.0/fmriprep/sub-INET062/ses-4/func/FD_outputs/sub-INET062_ses-4_task-rest_run-5_desc-tmask_fFD.txt
